nb_cycle_retour,moy_cycle_retour,dist_perturb,jour_perturb,propor_utilisa_retour
25,16,13.0,4,52.85087719298246
25,16,13.0,4,52.85087719298246
25,16,13.0,4,52.85087719298246
25,16,13.0,4,52.85087719298246
24,17,13.0,4,52.85087719298246
24,17,13.0,4,52.85087719298246
26,16,13.0,4,52.85087719298246
26,16,13.0,4,52.85087719298246
26,16,13.0,4,52.85087719298246
26,16,13.0,4,52.85087719298246
25,17,13.0,4,52.85087719298246
25,17,13.0,4,52.85087719298246
25,17,13.0,4,52.85087719298246
25,17,13.0,4,52.85087719298246
25,17,13.0,4,52.85087719298246
25,17,13.0,4,52.85087719298246
26,17,13.0,4,52.85087719298246
26,17,13.0,4,52.85087719298246
26,17,13.0,4,52.85087719298246
23,16,16.0,1,52.92397660818714
23,16,16.0,1,52.92397660818714
24,16,16.0,1,52.92397660818714
24,16,16.0,1,52.92397660818714
24,16,16.0,1,52.92397660818714
24,16,16.0,1,52.92397660818714
25,16,16.0,1,52.92397660818714
25,16,16.0,1,52.92397660818714
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
23,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
25,16,16.0,1,52.85087719298246
25,16,16.0,1,52.85087719298246
23,16,16.0,1,52.85087719298246
23,16,16.0,1,52.85087719298246
23,16,16.0,1,52.92397660818714
24,16,16.0,1,52.92397660818714
24,16,16.0,1,52.92397660818714
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
0,0,16.0,1,0.0
24,16,16.0,1,52.85087719298246
25,16,16.0,1,52.85087719298246
25,16,16.0,1,52.85087719298246
0,0,16.0,1,0.0
23,16,16.0,1,52.92397660818714
23,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
0,0,16.0,1,0.0
23,16,16.0,1,52.85087719298246
23,16,16.0,1,52.85087719298246
23,16,16.0,1,52.85087719298246
23,16,16.0,1,52.85087719298246
23,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
25,16,16.0,1,52.85087719298246
25,16,16.0,1,52.85087719298246
22,16,16.0,1,52.92397660818714
22,16,16.0,1,52.92397660818714
23,16,16.0,1,52.92397660818714
23,16,16.0,1,52.92397660818714
23,16,16.0,1,52.92397660818714
24,16,16.0,1,52.85087719298246
23,16,16.0,1,52.92397660818714
24,16,16.0,1,52.92397660818714
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.85087719298246
24,16,16.0,1,52.92397660818714
24,16,16.0,1,52.92397660818714
25,16,16.0,1,52.85087719298246
25,16,16.0,1,52.85087719298246
24,16,16.0,1,52.92397660818714
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
23,16,16.0,2,52.85087719298246
23,16,16.0,2,52.85087719298246
23,16,16.0,2,52.85087719298246
23,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
23,15,16.0,2,52.85087719298246
23,15,16.0,2,52.85087719298246
23,15,16.0,2,52.85087719298246
24,15,16.0,2,52.85087719298246
24,15,16.0,2,52.85087719298246
24,15,16.0,2,52.85087719298246
0,0,16.0,2,0.0
22,16,16.0,2,52.85087719298246
23,16,16.0,2,52.85087719298246
0,0,16.0,2,0.0
23,16,16.0,2,52.92397660818714
23,16,16.0,2,52.85087719298246
23,16,16.0,2,52.85087719298246
23,16,16.0,2,52.92397660818714
23,16,16.0,2,52.85087719298246
23,16,16.0,2,52.92397660818714
24,16,16.0,2,52.92397660818714
0,0,16.0,2,0.0
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
25,16,16.0,2,52.85087719298246
23,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
24,16,16.0,2,52.85087719298246
25,16,16.0,2,52.85087719298246
25,16,16.0,2,52.85087719298246
0,0,16.0,2,0.0
22,16,16.0,2,52.85087719298246
22,16,16.0,2,52.85087719298246
23,16,16.0,2,52.85087719298246
23,16,16.0,2,52.85087719298246
23,16,16.0,2,52.85087719298246
24,17,16.0,3,52.85087719298246
0,0,16.0,3,0.0
26,17,16.0,3,52.92397660818714
27,17,16.0,3,52.92397660818714
27,17,16.0,3,52.92397660818714
27,17,16.0,3,52.92397660818714
27,17,16.0,3,52.92397660818714
28,17,16.0,3,52.92397660818714
28,17,16.0,3,52.92397660818714
25,17,16.0,3,52.92397660818714
23,16,16.0,3,52.85087719298246
24,17,16.0,3,52.85087719298246
24,16,16.0,3,52.85087719298246
24,16,16.0,3,52.85087719298246
24,16,16.0,3,52.85087719298246
0,0,16.0,3,0.0
25,16,16.0,3,52.85087719298246
25,16,16.0,3,52.85087719298246
0,0,16.0,3,0.0
25,17,16.0,3,52.85087719298246
25,17,16.0,3,52.85087719298246
26,17,16.0,3,52.85087719298246
0,0,16.0,3,0.0
23,16,16.0,3,52.85087719298246
23,16,16.0,3,52.85087719298246
0,0,16.0,3,0.0
26,16,16.0,3,52.85087719298246
26,16,16.0,3,52.85087719298246
27,16,16.0,3,52.85087719298246
27,16,16.0,3,52.85087719298246
27,16,16.0,3,52.85087719298246
27,16,16.0,3,52.85087719298246
24,16,16.0,3,52.85087719298246
25,16,16.0,3,52.85087719298246
25,16,16.0,3,52.85087719298246
27,17,16.0,3,52.85087719298246
23,16,16.0,3,52.85087719298246
24,16,16.0,3,52.85087719298246
24,16,16.0,3,52.85087719298246
24,16,16.0,3,52.85087719298246
24,16,16.0,3,52.85087719298246
25,16,16.0,3,52.85087719298246
24,17,16.0,4,52.92397660818714
25,16,16.0,3,52.85087719298246
24,17,16.0,4,52.92397660818714
24,17,16.0,4,52.92397660818714
25,17,16.0,4,52.92397660818714
25,17,16.0,4,52.92397660818714
23,16,16.0,4,52.92397660818714
25,17,16.0,4,52.92397660818714
27,17,16.0,3,52.85087719298246
0,0,16.0,4,0.0
0,0,16.0,4,0.0
22,16,16.0,4,52.92397660818714
22,16,16.0,4,52.92397660818714
23,16,16.0,4,52.92397660818714
25,16,16.0,4,52.85087719298246
23,16,16.0,4,52.92397660818714
23,16,16.0,4,52.92397660818714
25,16,16.0,4,52.85087719298246
23,16,16.0,4,52.92397660818714
25,16,16.0,4,52.85087719298246
25,16,16.0,4,52.85087719298246
24,16,16.0,4,52.92397660818714
26,16,16.0,4,52.85087719298246
24,16,16.0,4,52.92397660818714
24,16,16.0,4,52.92397660818714
24,17,16.0,4,52.92397660818714
25,17,16.0,4,52.92397660818714
26,17,16.0,4,52.92397660818714
26,17,16.0,4,52.92397660818714
26,17,16.0,4,52.92397660818714
24,16,16.0,4,52.85087719298246
26,17,16.0,4,52.92397660818714
24,16,16.0,4,52.85087719298246
24,16,16.0,4,52.85087719298246
27,17,16.0,4,52.92397660818714
24,16,16.0,4,52.85087719298246
27,17,16.0,4,52.92397660818714
25,16,16.0,4,52.85087719298246
27,17,16.0,4,52.92397660818714
27,17,16.0,4,52.92397660818714
25,16,16.0,4,52.85087719298246
25,16,16.0,4,52.85087719298246
25,16,16.0,4,52.85087719298246
26,16,16.0,4,52.85087719298246
24,16,16.0,4,52.85087719298246
26,16,16.0,4,52.85087719298246
24,16,16.0,4,52.85087719298246
24,16,16.0,4,52.85087719298246
23,16,16.0,4,52.99707602339181
25,16,16.0,4,52.85087719298246
24,16,16.0,4,52.99707602339181
25,16,16.0,4,52.85087719298246
27,16,16.0,4,52.85087719298246
24,16,16.0,4,52.99707602339181
27,16,16.0,4,52.85087719298246
25,16,16.0,4,52.85087719298246
24,16,16.0,4,52.99707602339181
25,16,16.0,4,52.85087719298246
24,16,16.0,4,52.99707602339181
28,16,16.0,4,52.85087719298246
28,16,16.0,4,52.85087719298246
25,16,16.0,4,52.99707602339181
26,16,16.0,4,52.85087719298246
28,16,16.0,4,52.85087719298246
26,16,16.0,4,52.85087719298246
25,16,16.0,4,52.99707602339181
25,16,16.0,4,52.99707602339181
26,16,16.0,4,52.85087719298246
28,16,16.0,4,52.85087719298246
26,16,16.0,4,52.85087719298246
25,16,16.0,4,52.99707602339181
29,16,16.0,4,52.85087719298246
26,16,16.0,4,52.99707602339181
29,16,16.0,4,52.85087719298246
29,16,16.0,4,52.85087719298246
26,16,16.0,4,52.99707602339181
26,16,16.0,4,52.99707602339181
29,16,16.0,4,52.85087719298246
26,16,16.0,4,52.99707602339181
30,16,16.0,4,52.85087719298246
30,16,16.0,4,52.85087719298246
27,16,16.0,4,52.99707602339181
27,16,16.0,4,52.99707602339181
30,16,16.0,4,52.85087719298246
27,16,16.0,4,52.99707602339181
27,16,16.0,4,52.99707602339181
28,16,16.0,4,52.92397660818714
28,16,16.0,4,52.99707602339181
28,16,16.0,4,52.99707602339181
28,16,16.0,4,52.99707602339181
28,16,16.0,4,52.99707602339181
29,16,16.0,4,52.99707602339181
29,16,16.0,4,52.99707602339181
26,16,16.0,4,52.85087719298246
26,16,16.0,4,52.85087719298246
27,16,16.0,4,52.85087719298246
27,16,16.0,4,52.85087719298246
27,16,16.0,4,52.85087719298246
27,16,16.0,4,52.85087719298246
28,16,16.0,4,52.85087719298246
28,16,16.0,4,52.85087719298246
23,16,16.0,4,52.85087719298246
23,16,16.0,4,52.85087719298246
23,16,16.0,4,52.85087719298246
27,17,16.0,4,52.85087719298246
28,17,16.0,4,52.85087719298246
0,0,19.0,1,0.0
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
0,0,19.0,1,0.0
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
24,16,19.0,1,52.85087719298246
24,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
22,16,19.0,1,52.92397660818714
24,16,19.0,1,52.85087719298246
22,16,19.0,1,52.92397660818714
23,16,19.0,1,52.92397660818714
23,16,19.0,1,52.92397660818714
23,16,19.0,1,52.92397660818714
23,16,19.0,1,52.92397660818714
24,16,19.0,1,52.92397660818714
23,16,19.0,1,52.85087719298246
24,16,19.0,1,52.92397660818714
24,16,19.0,1,52.92397660818714
23,16,19.0,1,52.85087719298246
24,16,19.0,1,52.92397660818714
24,16,19.0,1,52.85087719298246
24,16,19.0,1,52.85087719298246
25,16,19.0,1,52.92397660818714
24,16,19.0,1,52.85087719298246
25,16,19.0,1,52.92397660818714
24,16,19.0,1,52.85087719298246
25,16,19.0,1,52.85087719298246
25,16,19.0,1,52.85087719298246
24,16,19.0,1,52.92397660818714
24,16,19.0,1,52.92397660818714
24,16,19.0,1,52.92397660818714
25,16,19.0,1,52.92397660818714
25,16,19.0,1,52.92397660818714
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.92397660818714
23,16,19.0,1,52.92397660818714
24,16,19.0,1,52.85087719298246
24,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
24,16,19.0,1,52.85087719298246
23,16,19.0,1,52.85087719298246
24,16,19.0,1,52.85087719298246
24,16,19.0,1,52.85087719298246
24,16,19.0,1,52.92397660818714
24,16,19.0,1,52.92397660818714
25,16,19.0,2,52.85087719298246
25,16,19.0,2,52.85087719298246
25,16,19.0,2,52.85087719298246
25,16,19.0,2,52.92397660818714
25,16,19.0,2,52.92397660818714
24,16,19.0,2,52.92397660818714
24,16,19.0,2,52.92397660818714
24,16,19.0,2,52.92397660818714
25,16,19.0,2,52.92397660818714
23,16,19.0,2,52.99707602339181
23,16,19.0,2,52.99707602339181
24,16,19.0,2,52.99707602339181
24,16,19.0,2,52.99707602339181
24,16,19.0,2,52.99707602339181
24,16,19.0,2,52.99707602339181
24,16,19.0,2,52.85087719298246
24,16,19.0,2,52.85087719298246
24,16,19.0,2,52.85087719298246
23,16,19.0,2,52.85087719298246
24,16,19.0,2,52.85087719298246
24,16,19.0,2,52.85087719298246
0,0,19.0,2,0.0
24,16,19.0,2,52.85087719298246
23,16,19.0,2,52.92397660818714
23,16,19.0,2,52.92397660818714
23,16,19.0,2,52.92397660818714
23,16,19.0,2,52.92397660818714
24,16,19.0,2,52.92397660818714
24,16,19.0,2,52.92397660818714
24,16,19.0,2,52.92397660818714
24,16,19.0,2,52.92397660818714
23,17,19.0,2,52.85087719298246
24,17,19.0,2,52.85087719298246
24,17,19.0,2,52.85087719298246
24,17,19.0,2,52.85087719298246
24,17,19.0,2,52.85087719298246
25,17,19.0,2,52.85087719298246
23,16,19.0,2,52.85087719298246
23,16,19.0,2,52.85087719298246
23,16,19.0,2,52.85087719298246
23,16,19.0,2,52.85087719298246
24,16,19.0,2,52.85087719298246
24,16,19.0,2,52.85087719298246
23,17,19.0,2,52.85087719298246
24,15,19.0,2,52.92397660818714
24,15,19.0,2,52.92397660818714
25,15,19.0,2,52.92397660818714
23,16,19.0,2,52.85087719298246
23,16,19.0,2,52.85087719298246
23,16,19.0,2,52.85087719298246
23,16,19.0,2,52.85087719298246
24,16,19.0,2,52.85087719298246
24,16,19.0,2,52.85087719298246
22,16,19.0,2,52.85087719298246
23,16,19.0,2,52.85087719298246
23,16,19.0,2,52.85087719298246
25,17,19.0,2,52.85087719298246
26,17,19.0,3,52.92397660818714
26,17,19.0,3,52.92397660818714
27,17,19.0,3,52.92397660818714
0,0,19.0,3,0.0
23,16,19.0,3,52.92397660818714
24,16,19.0,3,52.92397660818714
24,16,19.0,3,52.92397660818714
24,16,19.0,3,52.92397660818714
24,16,19.0,3,52.92397660818714
25,16,19.0,3,52.92397660818714
25,16,19.0,3,52.92397660818714
25,16,19.0,3,52.92397660818714
25,17,19.0,3,52.92397660818714
26,17,19.0,3,52.92397660818714
26,17,19.0,3,52.92397660818714
26,17,19.0,3,52.92397660818714
26,17,19.0,3,52.92397660818714
27,17,19.0,3,52.92397660818714
27,17,19.0,3,52.92397660818714
29,17,19.0,3,52.85087719298246
27,17,19.0,3,52.92397660818714
29,17,19.0,3,52.85087719298246
27,17,19.0,3,52.92397660818714
30,17,19.0,3,52.85087719298246
30,17,19.0,3,52.85087719298246
30,17,19.0,3,52.85087719298246
30,17,19.0,3,52.85087719298246
31,17,19.0,3,52.85087719298246
25,17,19.0,3,52.85087719298246
0,0,19.0,3,0.0
25,18,19.0,3,52.92397660818714
23,16,19.0,3,52.85087719298246
24,16,19.0,3,52.85087719298246
24,16,19.0,3,52.85087719298246
24,16,19.0,3,52.85087719298246
24,16,19.0,3,52.85087719298246
25,16,19.0,3,52.85087719298246
25,16,19.0,3,52.85087719298246
25,16,19.0,3,52.85087719298246
25,16,19.0,3,52.85087719298246
0,0,19.0,3,0.0
25,17,19.0,3,52.85087719298246
25,17,19.0,3,52.85087719298246
25,17,19.0,3,52.85087719298246
25,17,19.0,3,52.85087719298246
24,16,19.0,3,52.85087719298246
24,16,19.0,3,52.85087719298246
0,0,19.0,3,0.0
23,16,19.0,3,52.85087719298246
24,16,19.0,3,52.85087719298246
28,17,19.0,4,52.85087719298246
28,17,19.0,4,52.85087719298246
29,17,19.0,4,52.85087719298246
29,17,19.0,4,52.85087719298246
29,17,19.0,4,52.85087719298246
29,17,19.0,4,52.85087719298246
30,17,19.0,4,52.85087719298246
30,17,19.0,4,52.85087719298246
25,17,19.0,4,52.85087719298246
0,0,19.0,4,0.0
25,17,19.0,4,52.85087719298246
22,17,19.0,4,52.92397660818714
22,17,19.0,4,52.92397660818714
26,17,19.0,4,52.85087719298246
26,17,19.0,4,52.85087719298246
26,17,19.0,4,52.85087719298246
26,17,19.0,4,52.85087719298246
27,17,19.0,4,52.85087719298246
27,17,19.0,4,52.85087719298246
27,17,19.0,4,52.85087719298246
26,17,19.0,4,52.92397660818714
23,17,19.0,4,52.92397660818714
23,17,19.0,4,52.92397660818714
24,17,19.0,4,52.92397660818714
24,17,19.0,4,52.92397660818714
25,17,19.0,4,52.85087719298246
25,17,19.0,4,52.85087719298246
25,17,19.0,4,52.85087719298246
25,17,19.0,4,52.85087719298246
26,17,19.0,4,52.85087719298246
26,17,19.0,4,52.85087719298246
0,0,19.0,4,0.0
25,17,19.0,4,52.85087719298246
25,17,19.0,4,52.85087719298246
25,17,19.0,4,52.92397660818714
0,0,19.0,4,0.0
27,17,19.0,4,52.85087719298246
0,0,19.0,4,0.0
27,17,19.0,4,52.85087719298246
27,17,19.0,4,52.85087719298246
24,17,19.0,4,52.92397660818714
27,17,19.0,4,52.85087719298246
24,17,19.0,4,52.92397660818714
25,17,19.0,4,52.92397660818714
25,17,19.0,4,52.92397660818714
25,17,19.0,4,52.92397660818714
25,17,19.0,4,52.92397660818714
26,17,19.0,4,52.92397660818714
26,17,19.0,4,52.92397660818714
0,0,19.0,4,0.0
26,17,19.0,4,52.92397660818714
26,17,19.0,4,52.92397660818714
24,16,19.0,4,52.85087719298246
27,17,19.0,4,52.92397660818714
24,16,19.0,4,52.85087719298246
27,17,19.0,4,52.92397660818714
27,17,19.0,4,52.92397660818714
25,17,19.0,4,52.85087719298246
29,17,19.0,4,52.85087719298246
