nb_cycle_aller,moy_cycle_aller,dist_veto,jour_veto,propor_utilisa_aller
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,0,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,1,50.80409356725146
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,2,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,3,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,4,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,5,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,15.0,6,50.950292397660824
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.29239766081871
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.29239766081871
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,0,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.29239766081871
27,18,20.0,1,50.29239766081871
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,1,50.21929824561403
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.29239766081871
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.36549707602339
27,18,20.0,2,50.36549707602339
28,18,20.0,3,50.36549707602339
28,18,20.0,3,50.36549707602339
28,18,20.0,3,50.36549707602339
